anduviste,andar,I,S,2,S,0
anduvisteis,andar,I,S,2,P,0
anduviéramos,andar,S,I,1,P,0
anduviéremos,andar,S,F,1,P,0
anduviésemos,andar,S,I,1,P,0
anduvo,andar,I,S,3,S,0
andábamos,andar,I,I,1,P,0
andáis,andar,I,P,2,P,0
andéis,andar,S,P,2,P,0
aparece,aparecer,I,P,3,S,0
aparece,aparecer,M,0,2,S,0
apareced,aparecer,M,0,2,P,0
aparecemos,aparecer,I,P,1,P,0
aparecen,aparecer,I,P,3,P,0
aparecer,aparecer,N,0,0,0,0
apareceremos,aparecer,I,F,1,P,0
aparecerá,aparecer,I,F,3,S,0
aparecerán,aparecer,I,F,3,P,0
aparecerás,aparecer,I,F,2,S,0
apareceré,aparecer,I,F,1,S,0
apareceréis,aparecer,I,F,2,P,0
aparecería,aparecer,I,C,1,S,0
aparecería,aparecer,I,C,3,S,0
apareceríais,aparecer,I,C,2,P,0
apareceríamos,aparecer,I,C,1,P,0
aparecerían,aparecer,I,C,3,P,0
aparecerías,aparecer,I,C,2,S,0
apareces,aparecer,I,P,2,S,0
aparecida,aparecer,P,0,0,S,F
aparecidas,aparecer,P,0,0,P,F
aparecido,aparecer,P,0,0,S,M
aparecidos,aparecer,P,0,0,P,M
apareciendo,aparecer,G,0,0,0,0
apareciera,aparecer,S,I,1,S,0
apareciera,aparecer,S,I,3,S,0
aparecierais,aparecer,S,I,2,P,0
aparecieran,aparecer,S,I,3,P,0
aparecieras,aparecer,S,I,2,S,0
apareciere,aparecer,S,F,1,S,0
apareciere,aparecer,S,F,3,S,0
apareciereis,aparecer,S,F,2,P,0
aparecieren,aparecer,S,F,3,P,0
aparecieres,aparecer,S,F,2,S,0
aparecieron,aparecer,I,S,3,P,0
apareciese,aparecer,S,I,1,S,0
apareciese,aparecer,S,I,3,S,0
aparecieseis,aparecer,S,I,2,P,0
apareciesen,aparecer,S,I,3,P,0
aparecieses,aparecer,S,I,2,S,0
aparecimos,aparecer,I,S,1,P,0
apareciste,aparecer,I,S,2,S,0
aparecisteis,aparecer,I,S,2,P,0
apareciéramos,aparecer,S,I,1,P,0
apareciéremos,aparecer,S,F,1,P,0
apareciésemos,aparecer,S,I,1,P,0
apareció,aparecer,I,S,3,S,0
aparecéis,aparecer,I,P,2,P,0
aparecí,aparecer,I,S,1,S,0
aparecía,aparecer,I,I,1,S,0
aparecía,aparecer,I,I,3,S,0
aparecíais,aparecer,I,I,2,P,0
aparecíamos,aparecer,I,I,1,P,0
aparecían,aparecer,I,I,3,P,0
aparecías,aparecer,I,I,2,S,0
aparezca,aparecer,M,0,3,S,0
aparezca,aparecer,S,P,1,S,0
aparezca,aparecer,S,P,3,S,0
aparezcamos,aparecer,M,0,1,P,0
aparezcamos,aparecer,S,P,1,P,0
aparezcan,aparecer,M,0,3,P,0
aparezcan,aparecer,S,P,3,P,0
aparezcas,aparecer,S,P,2,S,0
aparezco,aparecer,I,P,1,S,0
aparezcáis,aparecer,S,P,2,P,0
aplica,aplicar,I,P,3,S,0
aplica,aplicar,M,0,2,S,0
aplicaba,aplicar,I,I,1,S,0
aplicaba,aplicar,I,I,3,S,0
aplicabais,aplicar,I,I,2,P,0
aplicaban,aplicar,I,I,3,P,0
aplicabas,aplicar,I,I,2,S,0
aplicad,aplicar,M,0,2,P,0
aplicada,aplicar,P,0,0,S,F
aplicadas,aplicar,P,0,0,P,F
aplicado,aplicar,P,0,0,S,M
aplicados,aplicar,P,0,0,P,M
aplicamos,aplicar,I,P,1,P,0
aplicamos,aplicar,I,S,1,P,0
aplican,aplicar,I,P,3,P,0
aplicando,aplicar,G,0,0,0,0
aplicar,aplicar,N,0,0,0,0
aplicara,aplicar,S,I,1,S,0
aplicara,aplicar,S,I,3,S,0
aplicarais,aplicar,S,I,2,P,0
aplicaran,aplicar,S,I,3,P,0
aplicaras,aplicar,S,I,2,S,0
aplicare,aplicar,S,F,1,S,0
aplicare,aplicar,S,F,3,S,0
aplicareis,aplicar,S,F,2,P,0
aplicaremos,aplicar,I,F,1,P,0
aplicaren,aplicar,S,F,3,P,0
aplicares,aplicar,S,F,2,S,0
aplicaron,aplicar,I,S,3,P,0
aplicará,aplicar,I,F,3,S,0
aplicarán,aplicar,I,F,3,P,0
aplicarás,aplicar,I,F,2,S,0
aplicaré,aplicar,I,F,1,S,0
aplicaréis,aplicar,I,F,2,P,0
aplicaría,aplicar,I,C,1,S,0
aplicaría,aplicar,I,C,3,S,0
aplicaríais,aplicar,I,C,2,P,0
aplicaríamos,aplicar,I,C,1,P,0
aplicarían,aplicar,I,C,3,P,0
aplicarías,aplicar,I,C,2,S,0
aplicas,aplicar,I,P,2,S,0
aplicase,aplicar,S,I,1,S,0
aplicase,aplicar,S,I,3,S,0
aplicaseis,aplicar,S,I,2,P,0
aplicasen,aplicar,S,I,3,P,0
aplicases,aplicar,S,I,2,S,0
aplicaste,aplicar,I,S,2,S,0
aplicasteis,aplicar,I,S,2,P,0
aplico,aplicar,I,P,1,S,0
aplicábamos,aplicar,I,I,1,P,0
aplicáis,aplicar,I,P,2,P,0
aplicáramos,aplicar,S,I,1,P,0
aplicáremos,aplicar,S,F,1,P,0
aplicásemos,aplicar,S,I,1,P,0
aplicó,aplicar,I,S,3,S,0
aplique,aplicar,M,0,3,S,0
aplique,aplicar,S,P,1,S,0
aplique,aplicar,S,P,3,S,0
apliquemos,aplicar,M,0,1,P,0
apliquemos,aplicar,S,P,1,P,0
apliquen,aplicar,M,0,3,P,0
apliquen,aplicar,S,P,3,P,0
apliques,aplicar,S,P,2,S,0
apliqué,aplicar,I,S,1,S,0
apliquéis,aplicar,S,P,2,P,0
avance,avanzar,M,0,3,S,0
avance,avanzar,S,P,1,S,0
avance,avanzar,S,P,3,S,0
avancemos,avanzar,M,0,1,P,0
avancemos,avanzar,S,P,1,P,0
avancen,avanzar,M,0,3,P,0
avancen,avanzar,S,P,3,P,0
avances,avanzar,S,P,2,S,0
avancé,avanzar,I,S,1,S,0
avancéis,avanzar,S,P,2,P,0
avanza,avanzar,I,P,3,S,0
avanza,avanzar,M,0,2,S,0
avanzaba,avanzar,I,I,1,S,0
avanzaba,avanzar,I,I,3,S,0
avanzabais,avanzar,I,I,2,P,0
avanzaban,avanzar,I,I,3,P,0
avanzabas,avanzar,I,I,2,S,0
avanzad,avanzar,M,0,2,P,0
avanzada,avanzar,P,0,0,S,F
avanzadas,avanzar,P,0,0,P,F
avanzado,avanzar,P,0,0,S,M
avanzados,avanzar,P,0,0,P,M
avanzamos,avanzar,I,P,1,P,0
avanzamos,avanzar,I,S,1,P,0
avanzan,avanzar,I,P,3,P,0
avanzando,avanzar,G,0,0,0,0
avanzar,avanzar,N,0,0,0,0
avanzara,avanzar,S,I,1,S,0
avanzara,avanzar,S,I,3,S,0
avanzarais,avanzar,S,I,2,P,0
avanzaran,avanzar,S,I,3,P,0
avanzaras,avanzar,S,I,2,S,0
avanzare,avanzar,S,F,1,S,0
avanzare,avanzar,S,F,3,S,0
avanzareis,avanzar,S,F,2,P,0
avanzaremos,avanzar,I,F,1,P,0
avanzaren,avanzar,S,F,3,P,0
avanzares,avanzar,S,F,2,S,0
avanzaron,avanzar,I,S,3,P,0
avanzará,avanzar,I,F,3,S,0
avanzarán,avanzar,I,F,3,P,0
avanzarás,avanzar,I,F,2,S,0
avanzaré,avanzar,I,F,1,S,0
avanzaréis,avanzar,I,F,2,P,0
avanzaría,avanzar,I,C,1,S,0
avanzaría,avanzar,I,C,3,S,0
avanzaríais,avanzar,I,C,2,P,0
avanzaríamos,avanzar,I,C,1,P,0
avanzarían,avanzar,I,C,3,P,0
avanzarías,avanzar,I,C,2,S,0
avanzas,avanzar,I,P,2,S,0
avanzase,avanzar,S,I,1,S,0
avanzase,avanzar,S,I,3,S,0
avanzaseis,avanzar,S,I,2,P,0
avanzasen,avanzar,S,I,3,P,0
avanzases,avanzar,S,I,2,S,0
avanzaste,avanzar,I,S,2,S,0
avanzasteis,avanzar,I,S,2,P,0
avanzo,avanzar,I,P,1,S,0
avanzábamos,avanzar,I,I,1,P,0
avanzáis,avanzar,I,P,2,P,0
avanzáramos,avanzar,S,I,1,P,0
avanzáremos,avanzar,S,F,1,P,0
avanzásemos,avanzar,S,I,1,P,0
avanzó,avanzar,I,S,3,S,0
busca,buscar,I,P,3,S,0
busca,buscar,M,0,2,S,0
buscaba,buscar,I,I,1,S,0
buscaba,buscar,I,I,3,S,0
buscabais,buscar,I,I,2,P,0
buscaban,buscar,I,I,3,P,0
buscabas,buscar,I,I,2,S,0
buscad,buscar,M,0,2,P,0
buscada,buscar,P,0,0,S,F
buscadas,buscar,P,0,0,P,F
buscado,buscar,P,0,0,S,M
buscados,buscar,P,0,0,P,M
buscamos,buscar,I,P,1,P,0
buscamos,buscar,I,S,1,P,0
buscan,buscar,I,P,3,P,0
buscando,buscar,G,0,0,0,0
buscar,buscar,N,0,0,0,0
buscara,buscar,S,I,1,S,0
buscara,buscar,S,I,3,S,0
buscarais,buscar,S,I,2,P,0
buscaran,buscar,S,I,3,P,0
buscaras,buscar,S,I,2,S,0
buscare,buscar,S,F,1,S,0
buscare,buscar,S,F,3,S,0
buscareis,buscar,S,F,2,P,0
buscaremos,buscar,I,F,1,P,0
buscaren,buscar,S,F,3,P,0
buscares,buscar,S,F,2,S,0
buscaron,buscar,I,S,3,P,0
buscará,buscar,I,F,3,S,0
buscarán,buscar,I,F,3,P,0
buscarás,buscar,I,F,2,S,0
buscaré,buscar,I,F,1,S,0
buscaréis,buscar,I,F,2,P,0
buscaría,buscar,I,C,1,S,0
buscaría,buscar,I,C,3,S,0
buscaríais,buscar,I,C,2,P,0
buscaríamos,buscar,I,C,1,P,0
buscarían,buscar,I,C,3,P,0
buscarías,buscar,I,C,2,S,0
buscas,buscar,I,P,2,S,0
buscase,buscar,S,I,1,S,0
buscase,buscar,S,I,3,S,0
buscaseis,buscar,S,I,2,P,0
buscasen,buscar,S,I,3,P,0
buscases,buscar,S,I,2,S,0
buscaste,buscar,I,S,2,S,0
buscasteis,buscar,I,S,2,P,0
busco,buscar,I,P,1,S,0
buscábamos,buscar,I,I,1,P,0
buscáis,buscar,I,P,2,P,0
buscáramos,buscar,S,I,1,P,0
buscáremos,buscar,S,F,1,P,0
buscásemos,buscar,S,I,1,P,0
buscó,buscar,I,S,3,S,0
busque,buscar,M,0,3,S,0
busque,buscar,S,P,1,S,0
busque,buscar,S,P,3,S,0
busquemos,buscar,M,0,1,P,0
busquemos,buscar,S,P,1,P,0
busquen,buscar,M,0,3,P,0
busquen,buscar,S,P,3,P,0
